,product_code,product_name,brand,store,url,image_url,price,original_price,product_description,categories,specs,model_text
1107,AORUS WATERFORCE II 360 ICE ,"aorus waterforce ii 360 ice all-in-one 360mm cpu liquid cooler with 330-degree rotatable water block design & improved cooling efficiency, 120mm argb fans daisy-chain mag fans",gigabyte ,Oriental Store,https://os-jo.com/aorus-waterforce-ii-360-ice-all-in-one-360mm-cpu-liquid-cooler-with-330-degree-rotatable-water-block-design-improved-cooling-efficiency-120mm-argb-fans-daisy-chain-mag-fans,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/AORUS-WATERFORCE-II-360-ICE-/35-128-042-05-1200x1200.jpg,169.0,169.0,No Description,"other accessories, asus, case accessories, gigabyte, lian li, thermal grizzly, cooler master, accessories, thermalright, cooling, nzxt, components",intel 115x  1200  1700 amd tr4  am5  am4  str5,"aorus waterforce ii 360 ice all-in-one 360mm cpu liquid cooler with 330-degree rotatable water block design & improved cooling efficiency, 120mm argb fans daisy-chain mag fans intel 115x  1200  1700 amd tr4  am5  am4  str5 other accessories, asus, case accessories, gigabyte, lian li, thermal grizzly, cooler master, accessories, thermalright, cooling, nzxt, components"
1108,Assassin King 120 SE ARGB,"thermalright assassin king 120 se argb cpu air cooler, single tower w/ 5x 6mm heat pipes & high performance single fan, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-assassin-king-120-se-argb-cpu-air-cooler-single-tower-w-5x-6mm-heat-pipes-high-performance-single-fan-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Assassin-King-120-SE-ARGB/1-1200x1200.jpg,22.0,22.0,"Heatsink Specifications:Dimension: L120 mm x W46 mm x H148 mmWeight: 520gHeat pipes: 6mm heatpipe x 5 unitsFin: T = 0.4 mm；Gap= 1.6 mm
TL-C12C-S FAN Spec：Dimension：L120 mm x W120 mm x H25 mmWeight：120gRated Speed：1550 RPM±10% (MAX)Noise Level：25.6 dBAAir Flow：66.17 CFM (MAX)Air Pressure：1.53mm H2O (MAX)Ampere：0.20 AConnector：4 Pin (PWM Fan connector)ARGB Connector：3 PIN 5VBearing Type : S-FDB Bearing
*Intel：LGA115X/1200/1700*AMD：AM4/AM5","other accessories, asus, case accessories, gigabyte, lian li, thermal grizzly, cooler master, accessories, thermalright, cooling, nzxt, components",,"thermalright assassin king 120 se argb cpu air cooler, single tower w/ 5x 6mm heat pipes & high performance single fan, lga1700  other accessories, asus, case accessories, gigabyte, lian li, thermal grizzly, cooler master, accessories, thermalright, cooling, nzxt, components"
1109,Assassin Spirit 120 EVO WHITE ARGB,"thermalright assassin spirit 120 evo white argb fully white cpu air cooler, single tower w/ 4x 6mm heat pipes & high performance single fan, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-assassin-spirit-120-evo-white-argb-fully-white-cpu-air-cooler-single-tower-w-4x-6mm-heat-pipes-high-performance-single-fan-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Assassin-Spirit-120-EVO-WHITE-ARGB/1-1200x1200.jpg,29.0,29.0,"Heatsink Specifications:Dimension: L120 mm x W48 mm x H156 mmWeight: 525g(Without Fan)Heat pipes: 6mm heatpipe x 4 units
TL-S12W-S FAN Spec：Dimension: L120 mm x W120 mm x H25 mmRated Speed: 2000 RPM±10% (MAX)Weight: 175gNoise Level: 28.2 dBAAir Flow: 68.9 CFM (MAX)Air Pressure: 2.21 mm H2O (MAX)Ampere: 0.17AConnector: 4 Pin (PWM Fan connector)ARGB Connector：3 PIN 5VBearing Type : S-FDB Bearing
*Intel：LGA115X/1200/1700*AMD：AM4/AM5","other accessories, asus, case accessories, gigabyte, lian li, thermal grizzly, cooler master, accessories, thermalright, cooling, nzxt, components",,"thermalright assassin spirit 120 evo white argb fully white cpu air cooler, single tower w/ 4x 6mm heat pipes & high performance single fan, lga1700  other accessories, asus, case accessories, gigabyte, lian li, thermal grizzly, cooler master, accessories, thermalright, cooling, nzxt, components"
1110,Assassin Spirit 120 EVO,"thermalright assassin spirit 120 evo black argb fully black cpu air cooler, single tower w/ 4x 6mm heat pipes & high performance single fan, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-assassin-spirit-120-evo-argb-fully-black-cpu-air-cooler-single-tower-w-4x-6mm-heat-pipes-high-performance-single-fan-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Assassin-Spirit-120-EVO/1-1200x1200.jpg,25.0,25.0,"Heatsink Specifications:Dimension: L120 mm x W48 mm x H156 mmWeight: 525g(Without Fan)Heat pipes: 6mm heatpipe x 4 units
TL-S12-S FAN Spec：Dimension: L120 mm x W120 mm x H25 mmRated Speed: 2000 RPM±10% (MAX)Weight: 175gNoise Level: 28.2 dBAAir Flow: 68.9 CFM (MAX)Air Pressure: 2.21 mm H2O (MAX)Ampere: 0.17AConnector: 4 Pin (PWM Fan connector)ARGB Connector：3 PIN 5VBearing Type : S-FDB Bearing
*Intel：LGA115X/1200/1700*AMD：AM4/AM5","other accessories, asus, case accessories, gigabyte, lian li, thermal grizzly, cooler master, accessories, thermalright, cooling, nzxt, components",,"thermalright assassin spirit 120 evo black argb fully black cpu air cooler, single tower w/ 4x 6mm heat pipes & high performance single fan, lga1700  other accessories, asus, case accessories, gigabyte, lian li, thermal grizzly, cooler master, accessories, thermalright, cooling, nzxt, components"
1111,Assassin X 120 Refined SE PLUS,"thermalright assassin x 120 refined se plus cpu air cooler, single tower w/ 4x 6mm heat pipes & high performance dual fan, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-assassin-x-120-refined-se-plus-cpu-air-cooler-single-tower-w-4x-6mm-heat-pipes-high-performance-dual-fan-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Assassin-X-120-Refined-SE-PLUS/1-1200x1200.jpg,20.0,20.0,"Heatsink Specifications:Dimension: L120 mm x W46 mm x H148 mmWeight: 640g(Without Fan)Heat pipes: 6mm heatpipe x 4 units
TL-C12C FAN Spec：Dimension: L120 mm x W120 mm x H25 mmRated Speed: 1550 RPM±10% (MAX)Noise Level: 25.6 dBAAir Flow: 66.17 CFM (MAX)Air Pressure: 1.53 mm H2O (MAX)Ampere: 0.20 AConnector: 4 Pin (PWM Fan connector)Bearing Type : S-FDB Bearing
TL-C12RB V2 FAN Spec：Dimension: L120 mm x W120 mm x H25 mmRated Speed: 1500 RPM±10% (MAX)Noise Level: 25.6 dBAAir Flow: 58 CFM (MAX)Air Pressure: 1.53 mm H2O (MAX)Ampere: 0.20 AConnector: 4 Pin (PWM Fan connector)Bearing Type : S-FDB Bearing
*Intel：LGA115X/1200/1700*AMD：AM4/AM5","other accessories, asus, case accessories, gigabyte, lian li, thermal grizzly, cooler master, accessories, thermalright, cooling, nzxt, components",,"thermalright assassin x 120 refined se plus cpu air cooler, single tower w/ 4x 6mm heat pipes & high performance dual fan, lga1700  other accessories, asus, case accessories, gigabyte, lian li, thermal grizzly, cooler master, accessories, thermalright, cooling, nzxt, components"
1112,Frozen Magic 240 WHITE ARGB V2,"thermalright frozen magic 240 white argb v2 cpu liquid cooler, high performance aio w/ 2x tl-c12w-s fans, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-frozen-magic-240-white-argb-cpu-liquid-cooler-high-performance-aio-w-2x-tl-c12w-s-fans-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Frozen-Magic-240-WHITE-ARGB/4-1200x1200.jpg,59.0,65.0,"Pump Dimensions：W72 mm x D72 mm x H52.5 mmPump Rated Speed：2800 RPM±10% (MAX)Pump Noise Level：30 dBA(MAX)Pump Power Consumption：3.0W (MAX)Pump Rated Voltage：12V DCAmpere：0.24±20% AConnector：4 PIN PWMARGB Connector：3 PIN 5VRadiator：AluminumPump MTTF：40000 Hours
TL-C12W-S SPECIFICATION：Dimension：L120 mm x W120 mm x H25 mmWeight: 135 gRated Speed：1500 RPM±10% (MAX)Noise Level：25.6 dBA (MAX)Air Flow：66.17 CFM (MAX)Air Pressure：1.53 mm H2O (MAX)Ampere：0.20 AConnector：4 PIN PWMARGB Connector: 3 PIN 5VBearing Type：S-FDB Bearing","corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermalright frozen magic 240 white argb v2 cpu liquid cooler, high performance aio w/ 2x tl-c12w-s fans, lga1700  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1113,Aqua Elite 360 BLACK V3,"thermalright aqua elite 360 black v3 argb cpu liquid cooler, high performance aio w/ 3x tl-c12b-s v2 fans, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-aqua-elite-360-black-v3-argb-cpu-liquid-cooler-high-performance-aio-w-3x-tl-c12b-s-v2-fans-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Aqua-Elite-360-BLACK-V3/1-1200x1200.jpg,65.0,65.0,"Pump Dimensions：W62 mm x D62 mm x H53 mmPump Rated Speed：3300 RPM±10% (MAX)Pump Noise Level：23 dBA(MAX)Pump Power Consumption：4.8W (MAX)Pump Rated Voltage：12V DCAmpere：0.4±10% AConnector：4 PIN PWMARGB Connector：3 PIN 5VRadiator：AluminumPump MTTF：40000 Hours
TL-C12B-S V2 SPECIFICATION：Dimension：L120 mm x W120 mm x H25 mmWeight: 135 gRated Speed：1500 RPM±10% (MAX)Noise Level：25.6 dBA (MAX)Air Flow：66.17 CFM (MAX)Air Pressure：1.53 mm H2O (MAX)Ampere：0.2 AConnector：4 PIN PWMARGB Connector：3 PIN 5VBearing Type：S-FDB Bearing
*Intel：LGA 115X/1200/1700/2011/2066*AMD：AM4/AM5","corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermalright aqua elite 360 black v3 argb cpu liquid cooler, high performance aio w/ 3x tl-c12b-s v2 fans, lga1700  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1114,Aqua Elite 360 WHITE V3,"thermalright aqua elite 360 white v3 argb cpu liquid cooler, high performance aio w/ 3x tl-c12w-s v2 fans, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-aqua-elite-360-white-v3-argb-cpu-liquid-cooler-high-performance-aio-w-3x-tl-c12w-s-v2-fans-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Aqua-Elite-360-WHITE-V3/1-1200x1200.jpg,65.0,65.0,"Pump Dimensions：W62 mm x D62 mm x H53 mmPump Rated Speed：3300 RPM±10% (MAX)Pump Noise Level：23 dBA(MAX)Pump Power Consumption：4.8W (MAX)Pump Rated Voltage：12V DCAmpere：0.4±10% AConnector：4 PIN PWMARGB Connector：3 PIN 5VRadiator：AluminumPump MTTF：40000 Hours
TL-C12W-S V2 SPECIFICATION：Dimension：L120 mm x W120 mm x H25 mmWeight: 135 gRated Speed：1500 RPM±10% (MAX)Noise Level：25.6 dBA (MAX)Air Flow：66.17 CFM (MAX)Air Pressure：1.53 mm H2O (MAX)Ampere：0.2 AConnector：4 PIN PWMARGB Connector：3 PIN 5VBearing Type：S-FDB Bearing
*Intel：LGA 115X/1200/1700/2011/2066*AMD：AM4/AM5","corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermalright aqua elite 360 white v3 argb cpu liquid cooler, high performance aio w/ 3x tl-c12w-s v2 fans, lga1700  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1115,Aqua Elite 240 WHITE V3,"thermalright aqua elite 240 white v3 argb cpu liquid cooler, high performance aio w/ 2x tl-c12w-s v2 fans, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-aqua-elite-240-white-v3-argb-cpu-liquid-cooler-high-performance-aio-w-2x-tl-c12w-s-v2-fans-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Aqua-Elite-240-WHITE-V3/1-1200x1200.jpg,49.0,49.0,"Pump Dimensions：W62 mm x D62 mm x H53 mmPump Rated Speed：3300 RPM±10% (MAX)Pump Noise Level：23 dBA(MAX)Pump Power Consumption：4.8W (MAX)Pump Rated Voltage：12V DCAmpere：0.4±10% AConnector：4 PIN PWMARGB Connector：3 PIN 5VRadiator：AluminumPump MTTF：40000 Hours
TL-C12W-S V2 SPECIFICATION：Dimension：L120 mm x W120 mm x H25 mmWeight: 135 gRated Speed：1500 RPM±10% (MAX)Noise Level：25.6 dBA (MAX)Air Flow：66.17 CFM (MAX)Air Pressure：1.53 mm H2O (MAX)Ampere：0.2 AConnector：4 PIN PWMARGB Connector：3 PIN 5VBearing Type：S-FDB Bearing
*Intel：LGA 115X/1200/1700/2011/2066*AMD：AM4/AM5","corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermalright aqua elite 240 white v3 argb cpu liquid cooler, high performance aio w/ 2x tl-c12w-s v2 fans, lga1700  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1116,Frozen Notte 240 WHITE ARGB,"thermalright frozen notte 240 white argb cpu liquid cooler, extreme performance aio w/ 2x tl-e12w-s fans, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-frozen-notte-240-white-argb-cpu-liquid-cooler-extreme-performance-aio-w-2x-tl-e12w-s-fans-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Frozen-Notte-240-WHITE-ARGB/1-1200x1200.jpg,75.0,75.0,"Pump Dimensions：W72 mm x D72 mm x H54 mmPump Rated Speed：5300 RPM±10% (MAX)Pump Noise Level：28 dBA(MAX)Pump Power Consumption：1.5W (MAX)Pump Rated Voltage：12V DCAmpere：0.12±10% AConnector：4 PIN PWMARGB Connector：3 PIN 5VRadiator：AluminumPump MTTF：40000 Hours
TL-E12W-S SPECIFICATION：Dimension：L120 mm x W120 mm x H25 mmWeight: 150 gRated Speed：2000 RPM±10% (MAX)Noise Level：27.7 dBA (MAX)Air Flow：72.37 CFM (MAX)Air Pressure：2.87 mm H2O (MAX)Ampere：0.16 AConnector：4 PIN PWMARGB Connector：3 PIN 5VBearing Type：S-FDB V2 Bearing","corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermalright frozen notte 240 white argb cpu liquid cooler, extreme performance aio w/ 2x tl-e12w-s fans, lga1700  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1117,Frozen Vision 360 WHITE,"thermalright frozen vision 360 white argb cpu liquid cooler w/ 2.88"" ips lcd display for pictures, videos, animations, high performance aio w/ 3x tl-k12w fans, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-frozen-vision-360-white-argb-cpu-liquid-cooler-w-2-88-ips-lcd-display-for-pictures-videos-animations-high-performance-aio-w-3x-tl-k12w-fans-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Frozen-Vision-360-WHITE/1-1200x1200.jpg,139.0,139.0,Specification:Pump Dimensions：W67.5 mm x D67 mm x H58 mmPump Rated Speed：3000 RPM±10% (MAX)Pump Noise Level：23 dBA(MAX)Pump Power Consumption：3.4W (MAX)Pump Rated Voltage：12V DCAmpere：0.28±10% AConnector：4 PIN PWMRadiator：AluminumPump MTTF：40000 HoursTL-K12W SPECIFICATION：Dimension：L120 mm x W120 mm x H25 mmWeight: 220 gRated Speed：2150 RPM±10% (MAX)Noise Level：27 dBA (MAX)Air Flow：69 CFM (MAX)Air Pressure：2.87 mm H2O (MAX)Ampere：0.16 AConnector：4 PIN PWMARGB Connector：3 PIN 5VBearing Type：S-FDB V2 Bearing,"corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermalright frozen vision 360 white argb cpu liquid cooler w/ 2.88"" ips lcd display for pictures, videos, animations, high performance aio w/ 3x tl-k12w fans, lga1700  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1118,RL-KR360-W1 (White),"nzxt kraken 360 rgb (white) lcd display all-in-one 360mm liquid cpu cooler w/ 3x120mm f120 rgb core fan, lga1700 support",nzxt,Oriental Store,https://os-jo.com/nzxt-kraken-360-rgb-white-lcd-display-all-in-one-360mm-liquid-cpu-cooler-w-3x120mm-f120-rgb-core-fan-lga1700-support,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/RL-KR360-W1-(White)/RL-KR360-W1-1200x1200.jpg,199.0,209.0,,"corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",intel:intel socket lga 1700 & 1200/115x intel core i9 / core i7 / core i5 / core i3 / pentium / celeronamd:amd socket am5  am4  strx4*  tr4* (*threadripper bracket not included) amd ryzen 9 / ryzen 7 / ryzen 5 / ryzen 3 / threadripper,"nzxt kraken 360 rgb (white) lcd display all-in-one 360mm liquid cpu cooler w/ 3x120mm f120 rgb core fan, lga1700 support intel:intel socket lga 1700 & 1200/115x intel core i9 / core i7 / core i5 / core i3 / pentium / celeronamd:amd socket am5  am4  strx4*  tr4* (*threadripper bracket not included) amd ryzen 9 / ryzen 7 / ryzen 5 / ryzen 3 / threadripper corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1119,S-TG-H-015-R,thermal grizzly hydronaut 1.5ml (3.9g) excellent price-performance thermal paste w/ 11.8 (w/m.k) excellent conductivity,thermal grizzly ,Oriental Store,https://os-jo.com/thermal-grizzly-hydronaut-1-5ml-3-9g-excellent-price-performance-thermal-paste-w-11-8-w-m-k-excellent-conductivity,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/S-TG-H-001-RS/TG-H-001-RS_FRONT-1-scaled-1200x1200.jpg,15.0,15.0,"Hydronaut can be used for overclocking due to it's excellent thermal conductivity, but it was created specifically for users with larger-scale cooling solutions, who are looking for a quality product with an excellent price-performance ratio, for example for their water cooling system.
The Hydronaut thermal grease delivers optimal heat transfer capabilities for larger-scale cooling solutions like water cooling systems.
Hydronaut thermal grease consists of a silicon-free structure. The makes it very light and highly flexible and easy to apply.
Hydronaut achieves best results if used on medium- to large-scale cooling solutions. This product is ROHS-compliant for demanding users.","corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermal grizzly hydronaut 1.5ml (3.9g) excellent price-performance thermal paste w/ 11.8 (w/m.k) excellent conductivity  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1120,S-TG-H-001-RS,thermal grizzly hydronaut (1g) excellent price-performance thermal paste w/ 11.8 (w/m.k) excellent conductivity,thermal grizzly ,Oriental Store,https://os-jo.com/thermal-grizzly-hydronaut-1g-excellent-price-performance-thermal-paste-w-11-8-w-m-k-excellent-conductivity,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/S-TG-H-001-RS/TG-H-001-RS_FRONT-1-scaled-1200x1200.jpg,8.0,8.0,"Hydronaut can be used for overclocking due to it's excellent thermal conductivity, but it was created specifically for users with larger-scale cooling solutions, who are looking for a quality product with an excellent price-performance ratio, for example for their water cooling system.
The Hydronaut thermal grease delivers optimal heat transfer capabilities for larger-scale cooling solutions like water cooling systems.
Hydronaut thermal grease consists of a silicon-free structure. The makes it very light and highly flexible and easy to apply.
Hydronaut achieves best results if used on medium- to large-scale cooling solutions. This product is ROHS-compliant for demanding users.","corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermal grizzly hydronaut (1g) excellent price-performance thermal paste w/ 11.8 (w/m.k) excellent conductivity  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1121,TG-KE-002-R,thermal grizzly kryonaut extreme (2g) high performance thermal paste w/ 14.2 (w/m.k) exceptional conductivity,thermal grizzly ,Oriental Store,https://os-jo.com/thermal-grizzly-kryonaut-extreme-2g-high-performance-thermal-paste-w-14-w-m-k-exceptional-conductivity,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/TG-KE-002-R/71V+HU5Nw0S._SL1500_-1200x1200.jpg,15.0,15.0,Thermal Grizzly Kryonaut Extreme 2g Thermal Paste,"corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermal grizzly kryonaut extreme (2g) high performance thermal paste w/ 14.2 (w/m.k) exceptional conductivity  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1122,Peerless Assassin 120 SE ARGB,"thermalright peerless assassin 120 se argb cpu air cooler, dual tower w/ 6x 6mm heat pipes & high performance dual fan, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-peerless-assassin-120-se-argb-cpu-air-cooler-dual-tower-w-6x-6mm-heat-pipes-high-performance-dual-fan-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Peerless-Assassin-120-SE-ARGB/1e057960fccae4328fbdc13bb45bf42c.1600-1200x1200.jpg,40.0,40.0,"Heatsink Specifications:Dimension：L125 mm x W110 mm x H155 mmWeight：730gHeat pipes：6mm heatpipe x 6 unitsCopper Base：C1100 Pure copper nickel plated
TL-C12C-S FAN Spec：Dimension：L120 mm x W120 mm x H25 mmWeight：120gRated Speed：1550 RPM±10% (MAX)Noise Level：25.6 dBAAir Flow：66.17 CFM (MAX)Air Pressure：1.53mm H2O (MAX)Ampere：0.20 AConnector：4 Pin (PWM Fan connector)ARGB Connector: 3 PIN 5VBearing Type : S-FDB Bearing
*Intel：LGA115X/1200/1700*AMD：AM4/AM5","corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermalright peerless assassin 120 se argb cpu air cooler, dual tower w/ 6x 6mm heat pipes & high performance dual fan, lga1700  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1123,Burst Assassin 120 ARGB,"thermalright burst assassin 120 argb cpu air cooler, single tower w/ 6x 6mm heat pipes & high performance single fan, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-burst-assassin-120-argb-cpu-air-cooler-single-tower-w-6x-6mm-heat-pipes-high-performance-single-fan-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Burst-Assassin-120-ARGB/BA120-1500-%E4%B8%BB%E5%9B%BE-1-1200x1200.jpg,32.0,32.0,"Heatsink Specifications:Dimension：L124 mm x W52 mm x H154 mmWeight：510gHeat pipes：6mm heatpipe x 6 unitsCopper Base：C1100 Pure copper nickel plated
TL-C12CG-S FAN Spec：Dimension：L120 mm x W120 mm x H25 mmWeight：120gRated Speed：1550 RPM±10% (MAX)Noise Level：25.6 dBAAir Flow：66.17 CFM (MAX)Air Pressure：1.53 mm H2O (MAX)Ampere：0.20 AARGB Port：5V/3PinConnector：4 Pin (PWM Fan connector)Bearing Type : S-FDB Bearing
*Intel：LGA115X/1200/1700*AMD：AM4/AM5","corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermalright burst assassin 120 argb cpu air cooler, single tower w/ 6x 6mm heat pipes & high performance single fan, lga1700  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
1124,Assassin X 120 Refined SE WHITE ARGB,"thermalright assassin x 120 refined se white argb cpu air cooler, single tower w/ 4x 6mm heat pipes & high performance single fan, lga1700",thermalright,Oriental Store,https://os-jo.com/thermalright-assassin-x-120-refined-se-white-argb-cpu-air-cooler-single-tower-w-4x-6mm-heat-pipes-high-performance-single-fan-lga1700,https://os-jo.com/image/cache/catalog/products/Accessories/CPU-COOLER/Assassin-X-120-Refined-SE-WHITE-ARGB/1-1200x1200.jpg,22.0,22.0,"Heatsink Specifications:Dimension：L120 mm x W46 mm x H148 mmWeight：630gHeat pipes：6mm heatpipe x 4 units
TL-C12CW-S FAN Spec：Dimension：L120 mm x W120 mm x H25 mmWeight：120gRated Speed：1550 RPM±10% (MAX)Noise Level：25.6 dBAAir Flow：66.17 CFM (MAX)Air Pressure：1.53mm H2O (MAX)Ampere：0.20 AConnector：4 Pin (PWM Fan connector)ARGB Connector：3 PIN 5VBearing Type : S-FDB Bearing
*Intel：LGA115X/1200/1700*AMD：AM4/AM5","corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components",,"thermalright assassin x 120 refined se white argb cpu air cooler, single tower w/ 4x 6mm heat pipes & high performance single fan, lga1700  corsair, hyte, other accessories, asus, case accessories, noctua, gigabyte, darkflash, cooling, lian li, thermal grizzly, cooler master, accessories, thermalright, gaming pc, gaming laptop and gaming accessories, nzxt, components"
