,link,product_name,product_description,currency,price,sale,whatsapp_number
77,https://citycenter.jo/lenovo-thinkstation-p3-tiny-workstation-2023-13gen-intel-core-i7-vpro-16-cores-superior-performance-w-nvidia-t400-4gb-gddr6-black?search=%20&page=366,Lenovo ThinkStation P3 Tiny Workstation (2023) 13Gen Intel Core i7 vPro 16-Cores Superior Performance w/ NVIDIA® T400 4GB GDDR6 - Black,"Lenovo ThinkStation P3 Tiny Workstation (2023) Intel 13Gen Core i7 13700T vPro Processor up to 4.9Ghz 16-Cores 54M Cache , 16GB SO-DIMM DDR5-4800 Non-ECC , 512GB SSD M.2 2280 PCIe® 4.0x4 Performance NVMe® Opal , NVIDIA® T400 (4GB GDDR6) , Wireless & Bluetooth , 1 Years Warranty , Windows 11 Pro",JOD,999.00,,+962796802525
78,https://citycenter.jo/product/search?search=%20&page=159,,,,,,
79,https://citycenter.jo/motorola-vervebuds-400-true-wireless-earbuds-with-sleek-innovative-design-portable-charging-case-black?search=%20&page=119,Motorola Vervebuds 400 True Wireless Earbuds with Sleek Innovative Design & Portable Charging Case –Black,"['Bluetooth 5. 0', 'Stylish & Smart earbuds designed for a perfect fit and all day comfort', 'Deep rich & Enhanced sound quality', 'Up to 9 hours play-time with charging case (3 hours per charge)', 'Voice assistant compatible (works with Alexa, Siri and Google Assistant)', 'Included components: Earbuds x 2, Ear-Gels x 6, Charging Case x 1, Micro USB Cable x 1', 'Color: Black']",JOD,39.00,,+962796802525
80,https://citycenter.jo/logitech-ergo-m575s-wireless-trackball-mouse-wireless-ergonomic-mouse-with-bluetooth-and-encrypted-dongle-comfortable-thumb-control-precise-and-smooth-tracking-for-pc-mac-black-blue-ball?search=%20&page=101,"Logitech Ergo M575S Wireless Trackball Mouse, Wireless Ergonomic Mouse with Bluetooth and Encrypted Dongle, Comfortable Thumb Control, Precise and Smooth Tracking, for PC/Mac - Black Blue Ball","['Less Movement, More Comfort: The sculpted shape of the ERGO M575S wireless trackball mouse keeps your hand relaxed for hours of smooth, precise tracking with thumb control - now with quiet clicks', '25% less muscle strain in your forearm (1): This wireless ergonomic mouse has been developed with Logi Ergo Lab experts, user-tested and certified by ergonomists for all-day comfort', 'Improved forearm posture (1): The ergonomic shape of the ERGO M575S supports your hand and realigns your forearm into a better posture throughout the day; a good fit for most hand sizes', 'Work it your way: Experience enhanced control with 3 customizable buttons, time-saving shortcuts, and Smart Actions; adjust the cursor speed to your preference with the Logi Options plus App (2)', 'Save space with thumb control: With the ERGO M575S, you can move your cursor without moving your hand, making it ideal for small or space-saving setups and for use on any surface', 'Easy to Connect, Long Battery Life: Connect your ergonomic wireless mouse using Bluetooth or the included Logi Bolt USB receiver; enjoy up to 18 months of battery life (AA battery included) (3)', 'Made with recycled plastic: The plastic parts in the ERGO M575S Bluetooth trackball mouse are made of certified post-consumer recycled plastic (Graphite: 52%, Off-White: 21%) (4)']",JOD,35.00,,+962796802525
81,https://citycenter.jo/samsung-27-m5-full-hd-smart-monitor-w-speakers-remote-1-billion-color-smart-tv-apps-samsung-tv-plus-dex?search=%20&page=432,"SAMSUNG 27"" M5 Full HD Smart Monitor w/ Speakers Remote 1 Billion Color Smart TV apps Samsung TV Plus & Dex",[],JOD,219.00,189.00,+962796802525
82,https://citycenter.jo/awei-t52-anc-earbuds-wireless-bluetooth-5-3-noise-cancelling-headphones-true-wireless-ipx6-waterproof-stereo-in-ear-earphones-with-built-in-microphone-black?search=%20&page=245,Awei T52 ANC Earbuds Wireless Bluetooth 5.3 Noise Cancelling Headphones True Wireless IPX6 Waterproof Stereo in-Ear Earphones with Built-in Microphone (Black),"['Active noise cancellation. Generates sound waves opposite to external noise, neutralizing and reducing ambient noise with 30db depth', 'Bluetooth 5.3 Fast and stable performance. Low latency faster transmission, no jam or disconnection, audio video synchronization, compatible with Apple and Android devices', 'Cool ambient lights ignite E-sports atmosphere. Not only will you be in the spotlight, but your e-sports confidence will explode', '24h Play Time 300MAH Charging Case. More durable and safer Li-polymer batteries with higher density and higher capacity', 'Environmental Noise Cancellation High-definition calls without compromise. Pick up voice and reduce ambient noise precisely with the new ENC algorithm']",JOD,15.00,,+962796802525
83,https://citycenter.jo/lenovo-yoga-7-16-2024-new-intel-core-ultra-7-12-cores-2-in-1-touch-display-w-intel-ai-boost-full-metal-big-battery-storm-grey?search=%20&page=369,"Lenovo YOGA 7 16 (2024) NEW Intel Core Ultra 7 12-Cores 2-in-1 Touch Display w/ Intel® AI Boost  , Full Metal & BIG Battery - Storm Grey","Lenovo YOGA 7 16 (2024) Intel Core Ultra 7 155U up to 4.8GHz 12M Cash 12-Cores , 16GB Soldered LPDDR5x-7467 , 1TB SSD M.2 2242 PCIe® 4.0x4 NVMe , 16"" IPS WUXGA (1920x1200) 300nits Glossy / Anti-fingerprint 45% NTSC 60Hz Dolby Vision®TÜV Low Blue Light Mutlitouch Screen , Intel® UHD Graphic Card , Full HD IR Camera , Wireless , Backlit English (Arabic Optional) Keyboard, Finger Print Reader , Windows 11 Home",JOD,849.00,799.00,+962796802525
84,https://citycenter.jo/xfx-mercury-amd-radeon-rx-9060-xt-oc-triple-fan-gaming-edition-16gb-gddr6-128-bit-memory-3320-mhz-boost-clock-2048-stream-processors-20-gbps-memory-clock-pci-e-5-0-black?search=%20&page=475,"XFX Mercury AMD Radeon RX 9060 XT OC Triple Fan Gaming Edition 16GB GDDR6 128-Bit Memory, 3320 MHz Boost Clock, 2048 Stream Processors, 20 Gbps Memory Clock, PCI-E 5.0 , Black",HDMI™ 4K Support4K H264 Encode & DecodeH265/HEVC Encode & DecodeAV1 Encode & Decode,JOD,399.00,,+962796802525
85,https://citycenter.jo/jmary-fm-18r-ring-light-18inch-with-remote-without-tripod-powerful-and-versatile-ring-light-designed-to-elevate-your-lighting?search=%20&page=82,"Jmary FM-18R Ring Light 18Inch With Remote, without Tripod powerful and versatile ring light designed to elevate your lighting","['The Jmary FM 18R 18inch selfie ring light is a must-have for content creators and professionals alike. With its 18inch diameter, it provides even lighting for flawless selfies and video recordings, while its FM function allows for easy remote control. Upgrade your content game with this versatile and high-quality ring light.', 'Adjustable Lighting: Customize brightness and color temperature for perfect illumination.', 'Versatile Usage: Ideal for selfies, videos, makeup, live streaming, and more.', 'Flicker-Free LEDs: Advanced LED technology ensures comfortable, eye-friendly lighting.', 'Sturdy Tripod Stand: Adjustable and stable stand for flexible positioning.', 'Bluetooth Remote: Convenient hands-free control for hassle-free content creation.']",JOD,29.00,,+962796802525
86,https://citycenter.jo/razer-goliathus-extended-chroma-gaming-mouse-pad-quartz-pink?search=%20&page=422,Razer Goliathus Extended Chroma Gaming Mouse Pad - Quartz Pink,[],JOD,59.00,,+962796802525
87,https://citycenter.jo/apc-easy-ups-on-line-srv-10000va-10000w-rm-with-extended-runtime-battery-pack?search=%20&page=12,APC Easy UPS On-Line SRV 10000VA / 10000w RM with Extended Runtime Battery Pack,"High quality, Double-conversion On-line UPS designed for essential power protection needs even in the most unstable power conditions.Includes: (1) DC cable, Basic UPS signalling RS-232 cable, CD with software, Rack mounting brackets, USB cable, User manual",JOD,"1,649.00","1,499.00",+962796802525
88,https://citycenter.jo/deepcool-gm810-premium-cloth-gaming-mouse-pad-large?search=%20&page=263,DeepCool GM810 Premium Cloth Gaming Mouse Pad - Large,. Performance woven cloth for effortless speed and glide· High grade durable water repellent coating that protects against liquid and stains· Pressure heat-treated for an ultra smooth surface· Anti-fray stitched edges to prevent surface peeling· Eco-friendly anti-slip rubber base,JOD,15.00,10.00,+962796802525
89,https://citycenter.jo/mcdodo-hu-0680-2-in-1-100w-pd-lan-port-usb-type-c-usb-hub?search=%20&page=387,Mcdodo HU-0680 2 in 1 100W PD + LAN Port USB Type C USB Hub,"Enjoy the ease of connection to devices with the Mcdodo HU-0680 2-in-1 Hub adapter That offers an RJ45 LAN port with 10/100/100 connection, along with a USB-C port with 100W power for fast charging of smartphones, laptops and tablets, with high performance and fast cooling, compact size and compatibility with Windows systems, Android and iOS.",JOD,15.00,,+962796802525
90,https://citycenter.jo/hp-laserjet-mfp-m236sdn-a4-duplex-network-mono-3-in-one-printer?search=%20&page=303,HP LaserJet MFP M236sdn A4 Duplex & Network MONO 3-In-One Printer,"['Functions: Print Copy Scan Print Speed Black Up to 29ppm Print Quality: Up to 600 x 600 dpi Connectivity: USB 2.0, LAN Duplex: Automatic', 'Comes in safe and secure packaging', 'Packed with features', 'Brand: HP']",JOD,215.00,159.00,+962796802525
91,https://citycenter.jo/gaming,,,,,,
92,https://citycenter.jo/apple-macbook-pro-14-late-2023-apple-m3-max-1tb-36gb-14-core-cpu-30-core-gpu-retina-xdr-120hz-silver?search=%20&page=14,Apple MacBook Pro 14 (Late 2023) Apple M3 MAX (1TB/36GB) 14‑core CPU & 30‑core GPU Retina XDR 120Hz - Silver,"Apple MacBook Pro 14 (Late 2023) M3 MAX up to 4.05Ghz 14-Cores Total L1/L2/L3 37M Cash, 36GB LPDDR5 Unified Memory  , 1TB Solid State Drive (SSD) , Apple M3 MAX 30-core Graphic Card ,14.2""  Liquid Retina XDR ( 3024x1964 ) 254 ppi up to 1000 nits True Tone Display , 1080p FaceTime HD Webcam ,  Wireless , Bluetooth , Backlit Magic Arabic / English Keyboard , macOS 14.1 (23B2073)",JOD,"2,499.00","2,099.00",+962796802525
93,https://citycenter.jo/netgear-wax220-wireless-access-point-wi-fi-6-dual-band-ax4200-speed-1-x-1g-ethernet-poe-port-up-to-256-devices-wpa3-security-mu-mimo-power-adapter-not-included?search=%20&page=125,NETGEAR (WAX220) Wireless Access Point - Wi-Fi 6 Dual-Band AX4200 Speed | 1 x 1G Ethernet PoE+ Port | Up to 256 Devices | WPA3 Security | MU-MIMO | Power Adapter Not Included,"['As part of the Business Essentials line, the WAX220 is an ideal WiFi 6 solution for your small business or home office.\xa0', 'Use this standalone access point to create your own dedicated, secure and fast wireless network.\xa0', 'Manage it locally without any app or subscription required. Quickly and easily configure in less than 10 minutes!', 'Easy to install in a retail store, business lobby, or any location where you want a dedicated, secure WiFi network.', 'Dual-Band AX4200 speed and capacity, coupled with MU-MIMO technology, supports up to 256 client devices.', 'Simplified deployment when powered by a PoE+ switch. Power adapter (PAV12V25-10000S ) sold separately.', 'Manage it locally without any app or subscription required. Quickly and easily configure in less than 10 minutes.', 'Supports WPA, WPA2, and WPA3.']",JOD,145.00,,+962796802525
94,https://citycenter.jo/thinkpad-14-1-professional-slim-topload-case?search=%20&page=456,"ThinkPad 14.1"" Professional Slim Topload Case","Compatible with all laptops up to 14.1” wide (354 x 263 x 36.4 mm)
Front convenience pockets with ample storage
Unique sling protection for your laptop and Tablet Storage Pouch
Built-in trolley strap and padded shoulder strap
Limited Lifetime Warranty",JOD,50.00,,+962796802525
95,https://citycenter.jo/promate-usb-a-to-lightning-cable-high-tensile-2-4a-super-fast-usb-a-to-lightning-charger-120-cm-anti-tangle-silicone-blue?search=%20&page=132,Promate USB-A to Lightning Cable High Tensile 2.4A Super-Fast USB-A to Lightning Charger 120 cm Anti-Tangle Silicone - Blue,"['⚡ Super-Fast Charging: With 2.4A current output, this cable provides fast charging for your iPhone and AirPods Pro.', '⚡ High-Speed Data Transfer: The cable supports data transfer speeds of up to 480 Mbps, which enables you to transfer files and sync data quickly.', '⚡ Anti-Tangle Silicone Cord: The 120 cm long cord is made of anti-tangle silicone material that prevents it from getting tangled and makes it easy to store and carry.', '⚡ MFi Certified: The cable is MFi certified, which ensures that it is compatible with all Apple devices that have a Lightning port and supports all the latest iOS updates.', '⚡ Wide Compatibility: The cable is compatible with iPhone 14, AirPods Pro, and other Apple devices that have a Lightning port.', '⚡ High Tensile Strength: This USB-A to Lightning cable features high tensile strength that can withstand 30,000+ bends and twists without breaking.']",JOD,12.00,8.00,+962796802525
96,https://citycenter.jo/product/search?search=%20&page=397,,,,,,
97,https://citycenter.jo/product/search?search=%20&page=130,,,,,,
98,https://citycenter.jo/jbl-go-essential-2-portable-bluetooth-speaker-with-original-pro-sound-up-to-5-hours-battery-life-with-ip67-waterproof-design-red?search=%20&page=80,"JBL GO Essential 2 Portable Bluetooth Speaker with Original Pro Sound, up to 5 Hours Battery Life, with IP67 Waterproof Design, Red","['Powerful original JBL Pro sound: the ultra-compact wireless Bluetooth speaker delivers powerful sound with deep, detailed bass and transforms any place into a captivating sound backdrop', 'RECHARGEABLE BATTERY With a runtime of up to 5 hours per charge, the mini speaker ensures uninterrupted music enjoyment without having to constantly think about charging', 'Waterproof and dustproof design: with IP67 certification, the Bluetooth speaker provides protection from water and dust and is suitable for use at the pool, park and many other places', 'Colourful sound: available in 3 vibrant colours, the JBL GO Essential 2 adapts to any style and allows wireless streaming of music from smartphone, tablet or other Bluetooth-enabled devices - for music enjoyment anywhere', 'Package Content 1 x JBL GO Essential 2 Portable Bluetooth Speaker, 1 x Quick Start Guide, 1 x Safety Sheet']",JOD,39.00,,+962796802525
99,https://citycenter.jo/amd-ryzen-5-3600x-6-core-3-8-ghz-4-4-ghz-max-boost-tray?search=%20&page=191,"AMD RYZEN 5 3600X 6-Core 3.8 GHz (4.4 GHz Max Boost) , Tray","AMD Ryzen™ 5 3600X, AM4, Zen 2, 6 Core, 12 Thread, 3.8GHz, 4.4GHz Turbo, 32MB L3, PCIe 4.0, 65W, CPU, Tray ( No Cooler )",JOD,169.00,,+962796802525
